DATE_RESERVATION;PLAGE_HORAIRE;STATUT;STRUCTURE;NOM_COMPLET;FONCTION;DATE_CREATION;PONT_SITE
2022-02-04;NUIT;VALIDE;MOVIS;2022-02-04;RESPONSABLE PT BASCULE;2022-02-04 12:17:17;CFS 4 VRIDI
2022-02-04;NUIT;VALIDE;SACO;2022-02-04;CONTAINER FLEET MANAGEMENT LEAD;2022-02-04 12:36:02;SACO ABIDJAN
2022-02-04;NUIT;VALIDE;coic sa;2022-02-04;GESTIONNAIRE DE STOCKS;2022-02-04 14:08:58;COIC
2022-02-04;NUIT;VALIDE;SOGENA;2022-02-04;SUPERVISEUR;2022-02-04 14:32:57;SOGENA EX-CAISTAB
2022-02-04;NUIT;VALIDE;GMCI;2022-02-04;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-04 14:49:02;GMCI GESTOCI
2022-02-04;NUIT;VALIDE;MEDLOG;2022-02-04;responsable pont bascule;2022-02-04 15:14:58;MEDLOG
2022-02-04;NUIT;VALIDE;MANTRA;2022-02-04;AGENT LOGISTICS;2022-02-04 15:53:33;YIRIMA
2022-02-05;JOUR;VALIDE;CCI - COTE DIVOIRE;2022-02-05;CHEF DE SERVICE METROLOGIE;2021-12-03 11:16:14;CCI-CI PONT N2
2022-02-05;JOUR;VALIDE;SOGENA;2022-02-05;SUPERVISEUR;2022-01-03 15:18:01;SOGENA EX-CAISTAB
2022-02-05;JOUR;VALIDE;PROLINE LOGISTIC;2022-02-05;RESPONSABLE PESEUR;2022-01-07 16:05:45;R et R
2022-02-05;JOUR;ANNULE;DUVICK;2022-02-05;DIRECTEUR DES OPÃRATIONS PHYSIQUE;2022-01-12 14:05:24;DUVICK
2022-02-05;JOUR;VALIDE;SACO;2022-02-05;AGENT LOGISTIQUE;2022-01-28 09:34:13;SACO ABIDJAN
2022-02-05;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-05;AGENT ADMINISTRATIF;2022-01-31 12:30:41;VRIDI 2 STATION VRAC
2022-02-05;JOUR;VALIDE;MOVIS;2022-02-05;RESPONSABLE PT BASCULE;2022-01-31 14:44:44;CFS 4 VRIDI
2022-02-05;JOUR;VALIDE;ZAMACOM;2022-02-05;RESPONSABLE TRANSIT ;2022-01-31 16:19:04;ZAMACOM PONT 1
2022-02-05;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-05;AGENT;2022-02-01 10:05:08;COTON RAN
2022-02-05;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-05;AGENT;2022-02-01 10:05:38;T6
2022-02-05;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-05;AGENT;2022-02-01 10:05:55;VRIDI 3 PONT 1
2022-02-05;JOUR;REJETE;BOLLORE TRANSPORT & LOGISTICS;2022-02-05;AGENT;2022-02-01 10:06:03;VRIDI 3 PONT 2
2022-02-05;JOUR;VALIDE;CARGILL COCOA;2022-02-05;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-01 18:04:58;CARGILL COCOA YOP
2022-02-05;JOUR;VALIDE;APM TERMINAL;2022-02-05;RESPONSABLE PONT BASCULE;2022-02-02 15:52:39;APM TERMINAL
2022-02-05;JOUR;VALIDE;SEAFEM;2022-02-05;DIRECTEUR GENERAL;2022-02-02 16:07:05;SEAFEM
2022-02-05;JOUR;VALIDE;MANTRA;2022-02-05;AGENT LOGISTICS;2022-02-02 16:13:46;MANTRA
2022-02-05;JOUR;VALIDE;OLAM;2022-02-05;coordinateur pesage;2022-02-03 16:32:41;USINE UNICAO PONT02
2022-02-05;JOUR;REJETE;OLAM;2022-02-05;coordinateur pesage;2022-02-03 16:32:44;USINE UNICAO PONT02
2022-02-05;JOUR;VALIDE;TRCI;2022-02-05;RESP PRODUIT FINI;2022-02-04 07:38:23;TRCI ANGUEDEDOU
2022-02-05;JOUR;VALIDE;FACI;2022-02-05;AGENT DE TRANSIT;2022-02-04 10:50:47;FACI
2022-02-05;JOUR;VALIDE;DUVICK;2022-02-05;RESPONSABLES / VICE ;2022-02-04 11:28:05;DUVICK
2022-02-05;JOUR;VALIDE;;2022-02-05;RESPONSABLE LOGISTIQUE;2022-02-04 12:12:22;STNC
2022-02-05;JOUR;VALIDE;coic sa;2022-02-05;GESTIONNAIRE DE STOCKS;2022-02-04 14:09:37;COIC
2022-02-05;JOUR;VALIDE;ITCA;2022-02-05;RESPONSABLE PRODUITS FINIS;2022-02-04 14:17:51;ITCA
2022-02-05;JOUR;VALIDE;SOGENA;2022-02-05;SUPERVISEUR;2022-02-04 14:32:12;SOGENA
2022-02-05;JOUR;VALIDE;GMCI;2022-02-05;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-04 14:48:32;GMCI GARE DU MALI
2022-02-05;JOUR;REJETE;GMCI;2022-02-05;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-04 14:49:15;GMCI GESTOCI
2022-02-05;JOUR;REJETE;MEDLOG;2022-02-05;responsable pont bascule;2022-02-04 15:47:43;MEDLOG
2022-02-05;JOUR;VALIDE;MANTRA;2022-02-05;AGENT LOGISTICS;2022-02-04 15:49:56;YIRIMA
2022-02-05;NUIT;VALIDE;CCI - COTE DIVOIRE;2022-02-05;CHEF DE SERVICE METROLOGIE;2021-12-03 11:16:22;CCI-CI PONT N2
2022-02-05;NUIT;VALIDE;PROLINE LOGISTIC;2022-02-05;RESPONSABLE PESEUR;2022-01-07 16:05:55;R et R
2022-02-05;NUIT;ANNULE;BOLLORE TRANSPORT & LOGISTICS;2022-02-05;AGENT ADMINISTRATIF;2022-01-31 12:30:49;VRIDI 2 STATION VRAC
2022-02-05;NUIT;VALIDE;ZAMACOM;2022-02-05;RESPONSABLE TRANSIT ;2022-01-31 16:19:09;ZAMACOM PONT 1
2022-02-05;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-05;AGENT;2022-02-01 10:06:39;T6
2022-02-05;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-05;AGENT;2022-02-01 10:07:36;VRIDI 3 PONT 1
2022-02-05;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-05;AGENT;2022-02-01 10:07:48;VRIDI 3 PONT 2
2022-02-05;NUIT;VALIDE;CARGILL COCOA;2022-02-05;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-01 18:05:05;CARGILL COCOA YOP
2022-02-05;NUIT;VALIDE;APM TERMINAL;2022-02-05;RESPONSABLE PONT BASCULE;2022-02-02 15:52:51;APM TERMINAL
2022-02-05;NUIT;VALIDE;MANTRA;2022-02-05;AGENT LOGISTICS;2022-02-02 16:14:04;MANTRA
2022-02-05;NUIT;VALIDE;SEAFEM;2022-02-05;DIRECTEUR GENERAL;2022-02-03 14:56:47;SEAFEM
2022-02-05;NUIT;VALIDE;DUVICK;2022-02-05;RESPONSABLES / VICE ;2022-02-04 11:28:52;DUVICK
2022-02-05;NUIT;VALIDE;;2022-02-05;RESPONSABLE LOGISTIQUE;2022-02-04 12:12:35;STNC
2022-02-05;NUIT;VALIDE;SACO;2022-02-05;CONTAINER FLEET MANAGEMENT LEAD;2022-02-04 12:36:09;SACO ABIDJAN
2022-02-05;NUIT;VALIDE;coic sa;2022-02-05;GESTIONNAIRE DE STOCKS;2022-02-04 14:09:24;COIC
2022-02-05;NUIT;VALIDE;GMCI;2022-02-05;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-04 14:48:46;GMCI GARE DU MALI
2022-02-05;NUIT;VALIDE;GMCI;2022-02-05;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-04 14:49:20;GMCI GESTOCI
2022-02-05;NUIT;VALIDE;MEDLOG;2022-02-05;responsable pont bascule;2022-02-04 15:47:56;MEDLOG
2022-02-05;NUIT;VALIDE;MANTRA;2022-02-05;AGENT LOGISTICS;2022-02-04 15:50:03;YIRIMA
2022-02-06;JOUR;VALIDE;CCI - COTE DIVOIRE;2022-02-06;CHEF DE SERVICE METROLOGIE;2021-12-03 11:17:07;CCI-CI PONT N2
2022-02-06;JOUR;VALIDE;SOGENA;2022-02-06;SUPERVISEUR;2022-01-03 15:18:10;SOGENA EX-CAISTAB
2022-02-06;JOUR;VALIDE;PROLINE LOGISTIC;2022-02-06;RESPONSABLE PESEUR;2022-01-07 16:06:06;R et R
2022-02-06;JOUR;ANNULE;DUVICK;2022-02-06;DIRECTEUR DES OPÃRATIONS PHYSIQUE;2022-01-12 14:05:33;DUVICK
2022-02-06;JOUR;VALIDE;SACO;2022-02-06;AGENT LOGISTIQUE;2022-01-28 09:34:20;SACO ABIDJAN
2022-02-06;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-06;AGENT ADMINISTRATIF;2022-01-31 12:31:02;VRIDI 2 STATION VRAC
2022-02-06;JOUR;VALIDE;ZAMACOM;2022-02-06;RESPONSABLE TRANSIT ;2022-01-31 16:19:43;ZAMACOM PONT 1
2022-02-06;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-06;AGENT;2022-02-01 10:09:56;COTON RAN
2022-02-06;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-06;AGENT;2022-02-01 10:10:27;T6
2022-02-06;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-06;AGENT;2022-02-01 10:10:36;VRIDI 3 PONT 1
2022-02-06;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-06;AGENT;2022-02-01 10:10:47;VRIDI 3 PONT 2
2022-02-06;JOUR;VALIDE;APM TERMINAL;2022-02-06;RESPONSABLE PONT BASCULE;2022-02-02 15:53:08;APM TERMINAL
2022-02-06;JOUR;VALIDE;MANTRA;2022-02-06;AGENT LOGISTICS;2022-02-02 16:14:51;MANTRA
2022-02-06;JOUR;VALIDE;SEAFEM;2022-02-06;DIRECTEUR GENERAL;2022-02-03 14:58:39;SEAFEM
2022-02-06;JOUR;ANNULE;OLAM;2022-02-06;coordinateur pesage;2022-02-03 16:32:58;USINE UNICAO PONT02
2022-02-06;JOUR;VALIDE;DUVICK;2022-02-06;RESPONSABLES / VICE ;2022-02-04 11:28:15;DUVICK
2022-02-06;JOUR;VALIDE;;2022-02-06;RESPONSABLE LOGISTIQUE;2022-02-04 12:13:02;STNC
2022-02-06;JOUR;VALIDE;coic sa;2022-02-06;GESTIONNAIRE DE STOCKS;2022-02-04 14:10:15;COIC
2022-02-06;JOUR;REJETE;GMCI;2022-02-06;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-04 14:49:54;GMCI GESTOCI
2022-02-06;JOUR;REJETE;GMCI;2022-02-06;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-04 14:50:01;GMCI HINO
2022-02-06;JOUR;VALIDE;MANTRA;2022-02-06;AGENT LOGISTICS;2022-02-04 15:50:47;YIRIMA
2022-02-06;JOUR;VALIDE;MOVIS;2022-02-06;RESPONSABLE PT BASCULE;2022-02-04 15:51:17;CFS 4 VRIDI
2022-02-06;NUIT;VALIDE;CCI - COTE DIVOIRE;2022-02-06;CHEF DE SERVICE METROLOGIE;2021-12-03 11:17:13;CCI-CI PONT N2
2022-02-06;NUIT;ANNULE;coic sa;2022-02-06;GESTIONNAIRE DE STOCKS;2022-01-06 14:25:39;COIC
2022-02-06;NUIT;VALIDE;PROLINE LOGISTIC;2022-02-06;RESPONSABLE PESEUR;2022-01-07 16:06:14;R et R
2022-02-06;NUIT;ANNULE;BOLLORE TRANSPORT & LOGISTICS;2022-02-06;AGENT ADMINISTRATIF;2022-01-31 12:31:11;VRIDI 2 STATION VRAC
2022-02-06;NUIT;VALIDE;ZAMACOM;2022-02-06;RESPONSABLE TRANSIT ;2022-01-31 16:19:51;ZAMACOM PONT 1
2022-02-06;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-06;AGENT;2022-02-01 10:11:02;T6
2022-02-06;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-06;AGENT;2022-02-01 10:11:18;VRIDI 3 PONT 1
2022-02-06;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-06;AGENT;2022-02-01 10:11:25;VRIDI 3 PONT 2
2022-02-06;NUIT;VALIDE;MANTRA;2022-02-06;AGENT LOGISTICS;2022-02-02 16:14:29;MANTRA
2022-02-06;NUIT;VALIDE;SEAFEM;2022-02-06;DIRECTEUR GENERAL;2022-02-03 14:59:09;SEAFEM
2022-02-06;NUIT;VALIDE;DUVICK;2022-02-06;RESPONSABLES / VICE ;2022-02-04 11:28:20;DUVICK
2022-02-06;NUIT;VALIDE;;2022-02-06;RESPONSABLE LOGISTIQUE;2022-02-04 12:13:25;STNC
2022-02-06;NUIT;VALIDE;SACO;2022-02-06;CONTAINER FLEET MANAGEMENT LEAD;2022-02-04 12:36:14;SACO ABIDJAN
2022-02-06;NUIT;ANNULE;coic sa;2022-02-06;GESTIONNAIRE DE STOCKS;2022-02-04 14:10:20;COIC
2022-02-06;NUIT;VALIDE;coic sa;2022-02-06;GESTIONNAIRE DE STOCKS;2022-02-04 14:11:55;COIC
2022-02-06;NUIT;VALIDE;MANTRA;2022-02-06;AGENT LOGISTICS;2022-02-04 15:50:14;YIRIMA
2022-02-07;JOUR;ANNULE;coic sa;2022-02-07;GESTIONNAIRE DE STOCKS;2021-12-06 15:13:00;COIC
2022-02-07;JOUR;VALIDE;SOGENA;2022-02-07;SUPERVISEUR;2022-01-03 15:18:18;SOGENA EX-CAISTAB
2022-02-07;JOUR;VALIDE;PROLINE LOGISTIC;2022-02-07;RESPONSABLE PESEUR;2022-01-07 16:06:33;R et R
2022-02-07;JOUR;ANNULE;DUVICK;2022-02-07;DIRECTEUR DES OPÃRATIONS PHYSIQUE;2022-01-12 14:05:46;DUVICK
2022-02-07;JOUR;VALIDE;OLAM;2022-02-07;coordinateur pesage;2022-01-13 11:38:42;USINE UNICAO PONT02
2022-02-07;JOUR;VALIDE;ITCA;2022-02-07;RESPONSABLE PRODUITS FINIS;2022-01-17 15:54:00;ITCA
2022-02-07;JOUR;VALIDE;SACO;2022-02-07;AGENT LOGISTIQUE;2022-01-28 09:34:29;SACO ABIDJAN
2022-02-07;JOUR;VALIDE;MEDLOG;2022-02-07;responsable pont bascule;2022-01-28 15:22:24;MEDLOG
2022-02-07;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-07;AGENT ADMINISTRATIF;2022-01-31 12:31:29;VRIDI 2 STATION VRAC
2022-02-07;JOUR;VALIDE;ZAMACOM;2022-02-07;RESPONSABLE TRANSIT ;2022-01-31 16:20:21;ZAMACOM PONT 1
2022-02-07;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-07;AGENT;2022-02-01 10:11:59;COTON RAN
2022-02-07;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-07;AGENT;2022-02-01 10:12:11;T6
2022-02-07;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-07;AGENT;2022-02-01 10:12:22;VRIDI 3 PONT 1
2022-02-07;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-07;AGENT;2022-02-01 10:12:35;VRIDI 3 PONT 2
2022-02-07;JOUR;VALIDE;MOVIS;2022-02-07;RESPONSABLE PT BASCULE;2022-02-03 13:06:38;CFS 4 VRIDI
2022-02-07;JOUR;VALIDE;SEAFEM;2022-02-07;DIRECTEUR GENERAL;2022-02-03 14:59:30;SEAFEM
2022-02-07;JOUR;VALIDE;APM TERMINAL;2022-02-07;RESPONSABLE PONT BASCULE;2022-02-03 15:23:26;APM TERMINAL
2022-02-07;JOUR;VALIDE;CARGILL COCOA;2022-02-07;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:14:56;CARGILL COCOA YOP
2022-02-07;JOUR;VALIDE;DUVICK;2022-02-07;RESPONSABLES / VICE ;2022-02-04 07:17:05;DUVICK
2022-02-07;JOUR;VALIDE;TRCI;2022-02-07;RESP PRODUIT FINI;2022-02-04 07:38:44;TRCI ANGUEDEDOU
2022-02-07;JOUR;VALIDE;FARLIN COMMODITIES;2022-02-07;PESSE;2022-02-04 09:55:07;FARLIN
2022-02-07;JOUR;VALIDE;;2022-02-07;RESPONSABLE LOGISTIQUE;2022-02-04 12:13:38;STNC
2022-02-07;JOUR;VALIDE;coic sa;2022-02-07;GESTIONNAIRE DE STOCKS;2022-02-04 14:10:59;COIC
2022-02-07;JOUR;VALIDE;GMCI;2022-02-07;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-04 14:50:09;GMCI GARE DU MALI
2022-02-07;JOUR;REJETE;GMCI;2022-02-07;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-04 14:50:15;GMCI GESTOCI
2022-02-07;JOUR;VALIDE;GMCI;2022-02-07;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-04 14:50:21;GMCI HINO
2022-02-07;JOUR;VALIDE;logtrans;2022-02-07;PESEUR;2022-02-04 15:06:44;LOGTRANS
2022-02-07;JOUR;REJETE;MANTRA;2022-02-07;AGENT LOGISTICS;2022-02-04 15:45:37;MANTRA
2022-02-07;JOUR;VALIDE;MANTRA;2022-02-07;AGENT LOGISTICS;2022-02-04 15:52:08;YIRIMA
2022-02-07;NUIT;VALIDE;CCI - COTE DIVOIRE;2022-02-07;CHEF DE SERVICE METROLOGIE;2021-12-03 11:17:24;CCI-CI PONT N2
2022-02-07;NUIT;VALIDE;PROLINE LOGISTIC;2022-02-07;RESPONSABLE PESEUR;2022-01-07 16:06:41;R et R
2022-02-07;NUIT;VALIDE;ZAMACOM;2022-02-07;RESPONSABLE TRANSIT ;2022-01-31 16:20:39;ZAMACOM PONT 1
2022-02-07;NUIT;VALIDE;SEAFEM;2022-02-07;DIRECTEUR GENERAL;2022-02-03 15:01:20;SEAFEM
2022-02-07;NUIT;VALIDE;APM TERMINAL;2022-02-07;RESPONSABLE PONT BASCULE;2022-02-03 15:30:43;APM TERMINAL
2022-02-07;NUIT;VALIDE;CARGILL COCOA;2022-02-07;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:15:19;CARGILL COCOA YOP
2022-02-07;NUIT;ANNULE;CARGILL COCOA;2022-02-07;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:15:22;CARGILL COCOA YOP
2022-02-07;NUIT;ANNULE;CARGILL COCOA;2022-02-07;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:15:43;CARGILL COCOA YOP
2022-02-07;NUIT;ANNULE;CARGILL COCOA;2022-02-07;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:15:44;CARGILL COCOA YOP
2022-02-07;NUIT;ANNULE;coic sa;2022-02-07;GESTIONNAIRE DE STOCKS;2022-02-04 14:10:31;COIC
2022-02-07;NUIT;VALIDE;MANTRA;2022-02-07;AGENT LOGISTICS;2022-02-04 15:45:53;MANTRA
2022-02-07;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-07;AGENT;2022-02-07 07:50:18;T6
2022-02-07;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-07;AGENT;2022-02-07 07:50:29;VRIDI 3 PONT 1
2022-02-07;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-07;AGENT;2022-02-07 07:50:40;VRIDI 3 PONT 2
2022-02-07;NUIT;ANNULE;BOLLORE TRANSPORT & LOGISTICS;2022-02-07;AGENT ADMINISTRATIF;2022-02-07 13:06:08;VRIDI 2 STATION VRAC
2022-02-07;NUIT;VALIDE;SACO;2022-02-07;CONTAINER FLEET MANAGEMENT LEAD;2022-02-07 15:00:01;SACO ABIDJAN
2022-02-07;NUIT;VALIDE;MOVIS;2022-02-07;RESPONSABLE PT BASCULE;2022-02-07 15:09:17;CFS 4 VRIDI
2022-02-07;NUIT;VALIDE;;2022-02-07;RESPONSABLE LOGISTIQUE ;2022-02-07 15:09:39;STNC
2022-02-07;NUIT;VALIDE;DUVICK;2022-02-07;RESPONSABLES / VICE ;2022-02-07 15:13:28;DUVICK
2022-02-07;NUIT;VALIDE;SOGENA;2022-02-07;SUPERVISEUR;2022-02-07 15:33:05;SOGENA EX-CAISTAB
2022-02-08;JOUR;VALIDE;coic sa;2022-02-08;GESTIONNAIRE DE STOCKS;2021-12-06 15:13:10;COIC
2022-02-08;JOUR;VALIDE;SOGENA;2022-02-08;SUPERVISEUR;2022-01-03 15:18:37;SOGENA EX-CAISTAB
2022-02-08;JOUR;VALIDE;PROLINE LOGISTIC;2022-02-08;RESPONSABLE PESEUR;2022-01-07 16:06:54;R et R
2022-02-08;JOUR;VALIDE;DUVICK;2022-02-08;DIRECTEUR DES OPÃRATIONS PHYSIQUE;2022-01-12 14:05:56;DUVICK
2022-02-08;JOUR;VALIDE;OLAM;2022-02-08;coordinateur pesage;2022-01-13 11:38:58;USINE UNICAO PONT02
2022-02-08;JOUR;VALIDE;CTM;2022-02-08;DGA;2022-01-17 11:30:32;CTM
2022-02-08;JOUR;VALIDE;SACO;2022-02-08;AGENT LOGISTIQUE;2022-01-28 09:34:36;SACO ABIDJAN
2022-02-08;JOUR;VALIDE;ZAMACOM;2022-02-08;RESPONSABLE TRANSIT ;2022-01-31 16:20:55;ZAMACOM PONT 1
2022-02-08;JOUR;VALIDE;MOVIS;2022-02-08;RESPONSABLE PT BASCULE;2022-02-03 13:06:49;CFS 4 VRIDI
2022-02-08;JOUR;VALIDE;SEAFEM;2022-02-08;DIRECTEUR GENERAL;2022-02-03 15:01:57;SEAFEM
2022-02-08;JOUR;VALIDE;APM TERMINAL;2022-02-08;RESPONSABLE PONT BASCULE;2022-02-03 15:34:00;APM TERMINAL
2022-02-08;JOUR;ANNULE;APM TERMINAL;2022-02-08;RESPONSABLE PONT BASCULE;2022-02-03 15:34:02;APM TERMINAL
2022-02-08;JOUR;VALIDE;CARGILL COCOA;2022-02-08;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:17:28;CARGILL COCOA YOP
2022-02-08;JOUR;VALIDE;;2022-02-08;RESPONSABLE LOGISTIQUE;2022-02-04 12:13:55;STNC
2022-02-08;JOUR;VALIDE;ITCA;2022-02-08;RESPONSABLE PRODUITS FINIS;2022-02-04 14:19:04;ITCA
2022-02-08;JOUR;VALIDE;MANTRA;2022-02-08;AGENT LOGISTICS;2022-02-04 15:46:15;MANTRA
2022-02-08;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-08;AGENT;2022-02-07 07:50:58;COTON RAN
2022-02-08;JOUR;EXPIRE;BOLLORE TRANSPORT & LOGISTICS;2022-02-08;AGENT;2022-02-07 07:51:11;T6
2022-02-08;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-08;AGENT;2022-02-07 07:51:19;VRIDI 3 PONT 1
2022-02-08;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-08;AGENT;2022-02-07 07:51:33;VRIDI 3 PONT 2
2022-02-08;JOUR;VALIDE;FARLIN COMMODITIES;2022-02-08;SELVA SIR;2022-02-07 08:09:56;FARLIN
2022-02-08;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-08;AGENT ADMINISTRATIF;2022-02-07 13:06:21;VRIDI 2 STATION VRAC
2022-02-08;JOUR;VALIDE;MEDLOG;2022-02-08;responsable pont bascule;2022-02-07 14:11:24;MEDLOG
2022-02-08;JOUR;VALIDE;TRCI;2022-02-08;RESPONSABLE PRODUIT FINI;2022-02-07 14:38:39;TRCI ANGUEDEDOU
2022-02-08;JOUR;REJETE;TRCI;2022-02-08;RESPONSABLE PRODUIT FINI;2022-02-07 14:38:40;TRCI ANGUEDEDOU
2022-02-08;JOUR;VALIDE;GMCI;2022-02-08;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-07 15:00:26;GMCI GARE DU MALI
2022-02-08;JOUR;VALIDE;GMCI;2022-02-08;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-07 15:00:34;GMCI GESTOCI
2022-02-08;JOUR;VALIDE;GMCI;2022-02-08;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-07 15:00:41;GMCI HINO
2022-02-08;NUIT;VALIDE;CCI - COTE DIVOIRE;2022-02-08;CHEF DE SERVICE METROLOGIE;2021-12-03 11:17:47;CCI-CI PONT N2
2022-02-08;NUIT;VALIDE;PROLINE LOGISTIC;2022-02-08;RESPONSABLE PESEUR;2022-01-07 16:07:02;R et R
2022-02-08;NUIT;VALIDE;SEAFEM;2022-02-08;DIRECTEUR GENERAL;2022-02-03 15:02:31;SEAFEM
2022-02-08;NUIT;VALIDE;CARGILL COCOA;2022-02-08;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:17:36;CARGILL COCOA YOP
2022-02-08;NUIT;VALIDE;APM TERMINAL;2022-02-08;RESPONSABLE PONT BASCULE;2022-02-04 12:46:23;APM TERMINAL
2022-02-08;NUIT;ANNULE;APM TERMINAL;2022-02-08;RESPONSABLE PONT BASCULE;2022-02-04 12:46:28;APM TERMINAL
2022-02-08;NUIT;VALIDE;MANTRA;2022-02-08;AGENT LOGISTICS;2022-02-04 15:46:07;MANTRA
2022-02-08;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-08;AGENT ADMINISTRATIF;2022-02-07 13:06:31;VRIDI 2 STATION VRAC
2022-02-08;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-08;AGENT;2022-02-07 17:42:18;T6
2022-02-08;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-08;AGENT;2022-02-07 17:42:26;VRIDI 3 PONT 1
2022-02-08;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-08;AGENT;2022-02-07 17:42:35;VRIDI 3 PONT 2
2022-02-08;NUIT;VALIDE;logtrans;2022-02-08;PESEUR;2022-02-08 13:30:14;LOGTRANS
2022-02-08;NUIT;VALIDE;TRCI;2022-02-08;RESPONSABLE PRODUIT FINI;2022-02-08 14:31:41;TRCI ANGUEDEDOU
2022-02-08;NUIT;VALIDE;DUVICK;2022-02-08;RESPONSABLES / VICE ;2022-02-08 14:56:09;DUVICK
2022-02-08;NUIT;VALIDE;MOVIS;2022-02-08;RESPONSABLE PT BASCULE;2022-02-08 15:16:13;CFS 4 VRIDI
2022-02-08;NUIT;VALIDE;SACO;2022-02-08;CONTAINER FLEET MANAGEMENT LEAD;2022-02-08 15:44:58;SACO ABIDJAN
2022-02-08;NUIT;VALIDE;;2022-02-08;RESPONSABLE LOGISTIQUE;2022-02-08 15:55:46;STNC
2022-02-09;JOUR;VALIDE;coic sa;2022-02-09;GESTIONNAIRE DE STOCKS;2021-12-06 15:13:21;COIC
2022-02-09;JOUR;VALIDE;SOGENA;2022-02-09;SUPERVISEUR;2022-01-03 15:18:48;SOGENA EX-CAISTAB
2022-02-09;JOUR;VALIDE;PROLINE LOGISTIC;2022-02-09;RESPONSABLE PESEUR;2022-01-07 16:07:56;R et R
2022-02-09;JOUR;VALIDE;DUVICK;2022-02-09;DIRECTEUR DES OPÃRATIONS PHYSIQUE;2022-01-12 14:06:08;DUVICK
2022-02-09;JOUR;VALIDE;OLAM;2022-02-09;coordinateur pesage;2022-01-13 11:39:07;USINE UNICAO PONT02
2022-02-09;JOUR;VALIDE;CTM;2022-02-09;DGA;2022-01-17 11:30:50;CTM
2022-02-09;JOUR;VALIDE;SACO;2022-02-09;AGENT LOGISTIQUE;2022-01-28 09:34:46;SACO ABIDJAN
